,SA2 Code,SA2 Name,Household Size,2006,2011,2016,,,,,,
1330,507021167,O'Connor (WA),7,0,0,0,,,,,,
1331,507021167,O'Connor (WA),8,0,0,0,,,,,,
1332,507031169,Bertram - Wellard (West),Total,1107,2579,4431,,,,,,
1333,507031169,Bertram - Wellard (West),1,128,359,616,,,,,,
1334,507031169,Bertram - Wellard (West),2,401,864,1298,,,,,,
1335,507031169,Bertram - Wellard (West),3,231,528,943,,,,,,
1336,507031169,Bertram - Wellard (West),4,204,512,940,,,,,,
1337,507031169,Bertram - Wellard (West),5,90,216,408,,,,,,
1338,507031169,Bertram - Wellard (West),6,45,78,148,,,,,,
1339,507031169,Bertram - Wellard (West),7,9,19,44,,,,,,
1340,507031169,Bertram - Wellard (West),8,0,12,33,,,,,,
1341,507031170,Calista,Total,2355,2669,2776,,,,,,
1342,507031170,Calista,1,770,786,841,,,,,,
1343,507031170,Calista,2,807,864,865,,,,,,
1344,507031170,Calista,3,311,420,421,,,,,,
1345,507031170,Calista,4,248,331,374,,,,,,
1346,507031170,Calista,5,156,162,168,,,,,,
1347,507031170,Calista,6,48,80,70,,,,,,
1348,507031170,Calista,7,15,22,29,,,,,,
1349,507031170,Calista,8,6,12,16,,,,,,
1350,507031172,Hope Valley - Postans,Total,73,30,16,,,,,,
1351,507031172,Hope Valley - Postans,1,9,6,3,,,,,,
1352,507031172,Hope Valley - Postans,2,34,10,10,,,,,,
1353,507031172,Hope Valley - Postans,3,3,4,5,,,,,,
1354,507031172,Hope Valley - Postans,4,11,4,0,,,,,,
1355,507031172,Hope Valley - Postans,5,6,4,0,,,,,,
1356,507031172,Hope Valley - Postans,6,4,0,0,,,,,,
1357,507031172,Hope Valley - Postans,7,0,0,0,,,,,,
1358,507031172,Hope Valley - Postans,8,0,0,0,,,,,,
1359,507031173,Kwinana Industrial,Total,11,0,4,,,,,,
1360,507031173,Kwinana Industrial,1,0,0,0,,,,,,
1361,507031173,Kwinana Industrial,2,0,0,7,,,,,,
1362,507031173,Kwinana Industrial,3,3,0,0,,,,,,
1363,507031173,Kwinana Industrial,4,0,0,0,,,,,,
1364,507031173,Kwinana Industrial,5,0,0,0,,,,,,
1365,507031173,Kwinana Industrial,6,0,0,0,,,,,,
1366,507031173,Kwinana Industrial,7,0,0,0,,,,,,
1367,507031173,Kwinana Industrial,8,0,0,0,,,,,,
1368,507031174,Parmelia - Orelia,Total,3655,3963,3915,,,,,,
1369,507031174,Parmelia - Orelia,1,940,983,1026,,,,,,
1370,507031174,Parmelia - Orelia,2,1250,1325,1295,,,,,,
1371,507031174,Parmelia - Orelia,3,612,709,682,,,,,,
1372,507031174,Parmelia - Orelia,4,489,556,551,,,,,,
1373,507031174,Parmelia - Orelia,5,229,230,236,,,,,,
1374,507031174,Parmelia - Orelia,6,95,111,95,,,,,,
1375,507031174,Parmelia - Orelia,7,26,32,24,,,,,,
1376,507031174,Parmelia - Orelia,8,12,14,15,,,,,,
1377,507031261,Casuarina - Wandi,Total,672,746,1742,,,,,,
1378,507031261,Casuarina - Wandi,1,49,79,217,,,,,,
1379,507031261,Casuarina - Wandi,2,207,246,654,,,,,,
1380,507031261,Casuarina - Wandi,3,123,118,340,,,,,,
1381,507031261,Casuarina - Wandi,4,166,172,324,,,,,,
1382,507031261,Casuarina - Wandi,5,88,89,137,,,,,,
1383,507031261,Casuarina - Wandi,6,34,24,44,,,,,,
1384,507031261,Casuarina - Wandi,7,5,7,11,,,,,,
1385,507031261,Casuarina - Wandi,8,4,7,9,,,,,,
1386,507041175,Applecross - Ardross,Total,3757,3899,4059,,,,,,
1387,507041175,Applecross - Ardross,1,927,912,901,,,,,,
1388,507041175,Applecross - Ardross,2,1291,1367,1415,,,,,,
1389,507041175,Applecross - Ardross,3,612,628,675,,,,,,
1390,507041175,Applecross - Ardross,4,616,682,725,,,,,,
1391,507041175,Applecross - Ardross,5,246,253,272,,,,,,
1392,507041175,Applecross - Ardross,6,59,60,60,,,,,,
1393,507041175,Applecross - Ardross,7,8,3,14,,,,,,
1394,507041175,Applecross - Ardross,8,0,0,7,,,,,,
1395,507041176,Bateman,Total,1153,1244,1238,,,,,,
1396,507041176,Bateman,1,162,190,198,,,,,,
1397,507041176,Bateman,2,385,386,393,,,,,,
1398,507041176,Bateman,3,195,231,237,,,,,,
1399,507041176,Bateman,4,242,271,270,,,,,,
1400,507041176,Bateman,5,131,124,100,,,,,,
1401,507041176,Bateman,6,33,30,31,,,,,,
1402,507041176,Bateman,7,8,10,11,,,,,,
1403,507041176,Bateman,8,3,0,4,,,,,,
1404,507041177,Bicton - Palmyra,Total,5428,5492,5636,,,,,,
1405,507041177,Bicton - Palmyra,1,2023,1880,1863,,,,,,
1406,507041177,Bicton - Palmyra,2,1848,1902,1859,,,,,,
1407,507041177,Bicton - Palmyra,3,729,755,813,,,,,,
1408,507041177,Bicton - Palmyra,4,567,682,782,,,,,,
1409,507041177,Bicton - Palmyra,5,196,240,250,,,,,,
1410,507041177,Bicton - Palmyra,6,47,39,50,,,,,,
1411,507041177,Bicton - Palmyra,7,5,5,8,,,,,,
1412,507041177,Bicton - Palmyra,8,4,3,10,,,,,,
1413,507041178,Booragoon,Total,5241,5326,5391,,,,,,
1414,507041178,Booragoon,1,1447,1361,1326,,,,,,
1415,507041178,Booragoon,2,1831,1878,1781,,,,,,
1416,507041178,Booragoon,3,771,824,871,,,,,,
1417,507041178,Booragoon,4,778,831,968,,,,,,
1418,507041178,Booragoon,5,340,332,344,,,,,,
1419,507041178,Booragoon,6,68,69,83,,,,,,
1420,507041178,Booragoon,7,9,13,19,,,,,,
1421,507041178,Booragoon,8,5,10,6,,,,,,
1422,507041179,Bull Creek,Total,2724,2739,2753,,,,,,
1423,507041179,Bull Creek,1,581,583,616,,,,,,
1424,507041179,Bull Creek,2,888,896,865,,,,,,
1425,507041179,Bull Creek,3,437,495,433,,,,,,
1426,507041179,Bull Creek,4,547,520,555,,,,,,
1427,507041179,Bull Creek,5,195,178,194,,,,,,
1428,507041179,Bull Creek,6,62,44,63,,,,,,
1429,507041179,Bull Creek,7,13,11,17,,,,,,
1430,507041179,Bull Creek,8,3,3,7,,,,,,
1431,507041180,Leeming,Total,3720,3708,3699,,,,,,
1432,507041180,Leeming,1,475,480,506,,,,,,
1433,507041180,Leeming,2,1046,1142,1266,,,,,,
1434,507041180,Leeming,3,709,745,716,,,,,,
1435,507041180,Leeming,4,955,891,804,,,,,,
1436,507041180,Leeming,5,405,334,304,,,,,,
1437,507041180,Leeming,6,105,92,78,,,,,,
1438,507041180,Leeming,7,16,16,16,,,,,,
1439,507041180,Leeming,8,4,3,9,,,,,,
1440,507041181,Melville,Total,5521,5827,5942,,,,,,
1441,507041181,Melville,1,1471,1472,1461,,,,,,
1442,507041181,Melville,2,1949,1966,1891,,,,,,
1443,507041181,Melville,3,832,856,946,,,,,,
1444,507041181,Melville,4,856,1023,1102,,,,,,
1445,507041181,Melville,5,319,392,412,,,,,,
1446,507041181,Melville,6,73,82,108,,,,,,
1447,507041181,Melville,7,9,26,23,,,,,,
1448,507041181,Melville,8,9,7,3,,,,,,
1449,507041182,Murdoch - Kardinya,Total,3971,4365,4220,,,,,,
1450,507041182,Murdoch - Kardinya,1,747,872,876,,,,,,
1451,507041182,Murdoch - Kardinya,2,1306,1492,1526,,,,,,
1452,507041182,Murdoch - Kardinya,3,605,726,737,,,,,,
1453,507041182,Murdoch - Kardinya,4,840,831,709,,,,,,
1454,507041182,Murdoch - Kardinya,5,357,324,262,,,,,,
1455,507041182,Murdoch - Kardinya,6,102,104,74,,,,,,
1456,507041182,Murdoch - Kardinya,7,17,16,19,,,,,,
1457,507041182,Murdoch - Kardinya,8,6,12,17,,,,,,
1458,507041183,Willagee,Total,1841,1913,1873,,,,,,
1459,507041183,Willagee,1,654,628,595,,,,,,
1460,507041183,Willagee,2,609,607,566,,,,,,
1461,507041183,Willagee,3,275,288,287,,,,,,
1462,507041183,Willagee,4,196,257,295,,,,,,
1463,507041183,Willagee,5,68,86,90,,,,,,
1464,507041183,Willagee,6,30,34,36,,,,,,
1465,507041183,Willagee,7,0,6,5,,,,,,
1466,507041183,Willagee,8,7,9,6,,,,,,
1467,507041184,Winthrop,Total,1922,1927,1900,,,,,,
1468,507041184,Winthrop,1,129,173,185,,,,,,
1469,507041184,Winthrop,2,529,556,609,,,,,,
1470,507041184,Winthrop,3,348,338,374,,,,,,
1471,507041184,Winthrop,4,544,532,453,,,,,,
1472,507041184,Winthrop,5,271,223,198,,,,,,
1473,507041184,Winthrop,6,79,78,64,,,,,,
1474,507041184,Winthrop,7,4,19,14,,,,,,
1475,507041184,Winthrop,8,4,5,9,,,,,,
1476,507051185,Baldivis,Total,2012,5341,10387,,,,,,
1477,507051185,Baldivis,1,152,647,1517,,,,,,
1478,507051185,Baldivis,2,682,1769,3248,,,,,,
1479,507051185,Baldivis,3,365,970,1937,,,,,,
1480,507051185,Baldivis,4,495,1232,2298,,,,,,
1481,507051185,Baldivis,5,214,496,956,,,,,,
1482,507051185,Baldivis,6,71,163,319,,,,,,
1483,507051185,Baldivis,7,19,41,81,,,,,,
1484,507051185,Baldivis,8,13,23,36,,,,,,
1485,507051186,Cooloongup,Total,3181,3242,3144,,,,,,
1486,507051186,Cooloongup,1,742,781,774,,,,,,
1487,507051186,Cooloongup,2,1188,1221,1180,,,,,,
1488,507051186,Cooloongup,3,558,546,520,,,,,,
1489,507051186,Cooloongup,4,445,396,385,,,,,,
1490,507051186,Cooloongup,5,174,201,164,,,,,,
1491,507051186,Cooloongup,6,60,57,83,,,,,,
1492,507051186,Cooloongup,7,13,26,20,,,,,,
1493,507051186,Cooloongup,8,10,15,13,,,,,,
1494,507051187,Port Kennedy,Total,3800,4244,4241,,,,,,
1495,507051187,Port Kennedy,1,402,499,586,,,,,,
1496,507051187,Port Kennedy,2,1136,1246,1238,,,,,,
1497,507051187,Port Kennedy,3,695,808,849,,,,,,
1498,507051187,Port Kennedy,4,944,996,919,,,,,,
1499,507051187,Port Kennedy,5,438,463,441,,,,,,
1500,507051187,Port Kennedy,6,149,168,142,,,,,,
1501,507051187,Port Kennedy,7,24,34,41,,,,,,
1502,507051187,Port Kennedy,8,10,17,28,,,,,,
1503,507051188,Rockingham,Total,5617,6221,6230,,,,,,
1504,507051188,Rockingham,1,2046,2278,2246,,,,,,
1505,507051188,Rockingham,2,2132,2320,2306,,,,,,
1506,507051188,Rockingham,3,664,706,807,,,,,,
1507,507051188,Rockingham,4,485,604,552,,,,,,
1508,507051188,Rockingham,5,197,218,207,,,,,,
1509,507051188,Rockingham,6,70,64,82,,,,,,
1510,507051188,Rockingham,7,14,26,25,,,,,,
1511,507051188,Rockingham,8,9,3,8,,,,,,
1512,507051189,Rockingham Lakes,Total,0,0,0,,,,,,
1513,507051189,Rockingham Lakes,1,0,0,0,,,,,,
1514,507051189,Rockingham Lakes,2,0,0,0,,,,,,
1515,507051189,Rockingham Lakes,3,0,0,0,,,,,,
1516,507051189,Rockingham Lakes,4,0,0,0,,,,,,
1517,507051189,Rockingham Lakes,5,0,0,0,,,,,,
1518,507051189,Rockingham Lakes,6,0,0,0,,,,,,
1519,507051189,Rockingham Lakes,7,0,0,0,,,,,,
1520,507051189,Rockingham Lakes,8,0,0,0,,,,,,
1521,507051190,Safety Bay - Shoalwater,Total,4132,4494,4589,,,,,,
1522,507051190,Safety Bay - Shoalwater,1,1196,1291,1336,,,,,,
1523,507051190,Safety Bay - Shoalwater,2,1703,1725,1748,,,,,,
1524,507051190,Safety Bay - Shoalwater,3,493,627,625,,,,,,
1525,507051190,Safety Bay - Shoalwater,4,484,551,570,,,,,,
1526,507051190,Safety Bay - Shoalwater,5,182,217,223,,,,,,
1527,507051190,Safety Bay - Shoalwater,6,61,58,58,,,,,,
1528,507051190,Safety Bay - Shoalwater,7,19,16,12,,,,,,
1529,507051190,Safety Bay - Shoalwater,8,7,7,8,,,,,,
1530,507051191,Singleton - Golden Bay - Secret Harbour,Total,3026,4768,5950,,,,,,
1531,507051191,Singleton - Golden Bay - Secret Harbour,1,323,497,683,,,,,,
1532,507051191,Singleton - Golden Bay - Secret Harbour,2,922,1328,1581,,,,,,
1533,507051191,Singleton - Golden Bay - Secret Harbour,3,562,892,1205,,,,,,
1534,507051191,Singleton - Golden Bay - Secret Harbour,4,771,1308,1572,,,,,,
1535,507051191,Singleton - Golden Bay - Secret Harbour,5,339,527,669,,,,,,
1536,507051191,Singleton - Golden Bay - Secret Harbour,6,89,161,175,,,,,,
1537,507051191,Singleton - Golden Bay - Secret Harbour,7,17,40,40,,,,,,
1538,507051191,Singleton - Golden Bay - Secret Harbour,8,11,16,20,,,,,,
1539,507051192,Waikiki,Total,3683,4067,4255,,,,,,
1540,507051192,Waikiki,1,616,732,824,,,,,,
1541,507051192,Waikiki,2,1325,1427,1428,,,,,,
1542,507051192,Waikiki,3,615,703,766,,,,,,
1543,507051192,Waikiki,4,693,723,744,,,,,,
1544,507051192,Waikiki,5,289,324,336,,,,,,
1545,507051192,Waikiki,6,98,115,109,,,,,,
1546,507051192,Waikiki,7,27,30,27,,,,,,
1547,507051192,Waikiki,8,11,10,20,,,,,,
1548,507051193,Warnbro,Total,3789,3781,3682,,,,,,
1549,507051193,Warnbro,1,667,708,749,,,,,,
1550,507051193,Warnbro,2,1292,1252,1302,,,,,,
1551,507051193,Warnbro,3,681,669,642,,,,,,
1552,507051193,Warnbro,4,652,705,601,,,,,,
1553,507051193,Warnbro,5,320,289,255,,,,,,
1554,507051193,Warnbro,6,131,122,100,,,,,,
1555,507051193,Warnbro,7,30,20,35,,,,,,
1556,507051193,Warnbro,8,15,18,9,,,,,,
